,Title,Price (DKK),Year,KM driven,Motor (Litres),Manual/Automatic gear,Horsepower,Car Manufacturer
1977,"Hyundai Kona 1,0 T-GDI Advanced 120HK 5d 6g A+",242900,2022,22000,1.0,Manuelt gear,120,Hyundai
1978,Renault Captur CP1,212900,2022,18000,1.0,Manuelt gear,90,Renault
1979,"Citroën C1 1,0 VTi 72 SportLine",89900,2019,47000,1.0,Manuelt gear,72,Citroën
1980,Renault Captur CP1,214900,2022,11000,1.0,Manuelt gear,90,Renault
1981,"Skoda Karoq 1,5 TSI ACT Style DSG 150HK 5d 7g A",339900,2020,86000,1.5,Automatgear,150,Skoda
1982,"Skoda Karoq 1,5 TSI ACT Celebration DSG 150HK 5d 7g A",354900,2021,53000,1.5,Automatgear,150,Skoda
1983,"Skoda Citigo 1,0 MPI Ambition 60HK 5d A",99900,2017,77500,1.0,Automatgear,60,Skoda
1984,"Skoda Kamiq 1,5 TSI ACT Life DSG 150HK 5d 7g A",299900,2022,13000,1.5,Automatgear,150,Skoda
1985,"Skoda Citigo 1,0 MPI Style Sport 60HK 5d",99900,2019,85000,1.0,Manuelt gear,60,Skoda
1986,"Skoda Kodiaq 7 Sæder 1,5 TSI ACT Style DSG 150HK 5d 7g A",479900,2022,17000,1.5,Automatgear,150,Skoda
1987,"Skoda Fabia Combi 1,0 TSI Ambition 95HK Stc",179900,2020,38300,1.0,Manuelt gear,95,Skoda
1988,"Skoda Scala 1,0 TSI Style DSG 110HK 5d 7g A",274900,2022,16000,1.0,Automatgear,110,Skoda
1989,"VW Tiguan Allspace 1,5 TSi 150 Comfortline DSG 7prs",399900,2020,78000,1.5,Automatgear,150,VW
1990,"Skoda Fabia 1,0 MPi 60 Ambition Combi",159900,2020,39000,1.0,Manuelt gear,60,Skoda
1991,"VW T-Roc 1,5 TSi 150 Life DSG",349900,2022,10000,1.5,Automatgear,150,VW
1992,"Ford Mondeo 1,5 SCTi 160 Titanium stc",219900,2018,87000,1.5,Automatgear,160,Ford
1993,"Mazda 6 2,0 SkyActiv-G 165 Premium stc",239900,2018,88000,2.0,Automatgear,165,Mazda
1994,"Skoda Superb 1,5 TSi 150 Active Combi",269700,2019,64000,1.5,Manuelt gear,150,Skoda
1995,"Suzuki SX4 S-Cross 1,0 Boosterjet Active",169900,2017,48000,1.0,Manuelt gear,112,Suzuki
1996,"VW Golf VII 1,5 TSi 150 Highline Variant DSG",279900,2020,27000,1.5,Automatgear,150,VW
1997,Renault Clio V CL5,229900,2020,8700,1.3,Automatgear,130,Renault
1998,"VW T-Roc 1,5 TSi 150 Style DSG",339990,2022,14500,1.5,Automatgear,150,VW
1999,"VW T-Roc 1,5 TSi 150 Life DSG",329900,2022,26000,1.5,Automatgear,150,VW
2000,Renault Captur 87J,149900,2019,73500,0.9,Manuelt gear,90,Renault
2001,"Skoda Citigo 1,0 MPi 60 Active",79900,2018,92000,1.0,Manuelt gear,60,Skoda
2002,Dacia Duster JD1,209900,2022,9500,1.0,Manuelt gear,90,Dacia
2003,"VW Golf VII 1,5 TSi 150 Highline Variant DSG",269900,2020,33000,1.5,Automatgear,150,VW
2004,"VW Passat 1,5 TSi 150 Highline DSG",279900,2019,87000,1.5,Automatgear,150,VW
2005,"VW Taigo 1,0 TSi 110 Life DSG",269900,2022,8000,1.0,Automatgear,110,VW
2006,"VW Taigo 1,0 TSi 110 Life DSG",274900,2022,9000,1.0,Automatgear,110,VW
2007,"VW Tiguan 1,5 TSi 150 Comfortline Team DSG",354900,2020,44000,1.5,Automatgear,150,VW
2008,"Seat Leon 1,5 TSi 150 Style Sportstourer",269900,2021,35000,1.5,Manuelt gear,150,Seat
2009,"Mercedes C200 2,0 AMG Line stc",319900,2018,116000,2.0,Automatgear,184,Mercedes
2010,"VW Golf VII 1,0 TSi 85 Trendline",144900,2018,113000,1.0,Manuelt gear,85,VW
2011,"Toyota Yaris 1,5 VVT-I GR Sport 125HK 5d 6g A",259990,2022,8000,1.5,Manuelt gear,125,Toyota
2012,"Kia ceed 1,4 T-GDi Vision SW",219900,2020,42000,1.4,Manuelt gear,140,Kia
2013,Toyota Avensis PFO,189900,2018,89000,1.8,Manuelt gear,147,Toyota
2014,Citroën C3 Aircross PRE,199900,2021,25000,1.2,Manuelt gear,110,Citroën
2015,Renault Scénic IV SC4,168800,2017,91000,1.2,Manuelt gear,130,Renault
2016,Mercedes A200,399900,2022,10000,1.3,Automatgear,163,Mercedes
2017,VW Polo PRE,234900,2018,65000,2.0,Automatgear,200,VW
2018,"Peugeot 208 1,2 PureTech 75 Active+",142995,2020,43000,1.2,Manuelt gear,75,Peugeot
2019,"Citroën C1 1,2 PureTech 82 Feel Airscape",64900,2015,91000,1.2,Manuelt gear,82,Citroën
2020,"Fiat 500X 1,4 M-Air 140 Cross Plus Traction+",124900,2015,65000,1.4,Manuelt gear,140,Fiat
2021,"Hyundai i20 1,0 T-GDi Trend DCT",187700,2020,18000,1.0,Automatgear,100,Hyundai
2022,Suzuki Baleno PFO,114900,2018,94000,1.2,Manuelt gear,90,Suzuki
2023,"VW Touran 1,4 TSi 150 Comfortline DSG 7prs",299900,2018,65000,1.4,Automatgear,150,VW
2024,"Hyundai i20 1,25 Vision",109900,2018,98000,1.3,Manuelt gear,84,Hyundai
2025,Ford Focus 15,164900,2018,42000,1.0,Manuelt gear,100,Ford
2026,Dacia Duster JD1,239900,2021,18000,1.3,Automatgear,150,Dacia
2027,"VW T-Cross - 1,0 TSi 115 Style",224900,2019,59000,1.0,Manuelt gear,115,VW
2028,Ford Fiesta 13,169900,2019,51000,1.0,Manuelt gear,100,Ford
2029,"Skoda Octavia 1,5 TSi 150 Celebration Combi DSG",249900,2020,48000,1.5,Automatgear,150,Skoda
2030,"Citroën C1 1,0 VTi 72 Feel",82900,2019,69000,1.0,Manuelt gear,72,Citroën
2031,"VW Passat 1,4 TSi 150 Highline Variant DSG",239900,2017,143000,1.4,Automatgear,150,VW
2032,"Ford Focus 1,6 Trend 105HK 5d",77900,2011,108500,1.6,Manuelt gear,105,Ford
2033,"VW T-Cross - 1,0 TSi 110 Life DSG",274900,2022,16500,1.0,Automatgear,110,VW
2034,"VW T-Cross - 1,0 TSi 95 Life",244900,2022,16000,1.0,Manuelt gear,95,VW
2035,Opel Grandland X PRE,184900,2018,92000,1.2,Manuelt gear,130,Opel
2036,"VW Golf Sportsvan 1,5 TSi 130 Comfortline DSG",234900,2018,68000,1.5,Automatgear,130,VW
2037,"VW T-Cross - 1,0 TSi 110 Life DSG",279900,2022,10000,1.0,Automatgear,110,VW
2038,"VW T-Cross - 1,0 TSi 95 Life",249900,2022,11000,1.0,Manuelt gear,95,VW
2039,Mercedes A200 AMG Line,409900,2022,11000,1.3,Automatgear,163,Mercedes
2040,Renault Mégane IV MK4,224900,2021,41000,1.3,Manuelt gear,140,Renault
2041,"VW T-Roc 1,5 TSi 150 Sport Team DSG",319900,2021,33000,1.5,Automatgear,150,VW
2042,"Skoda Octavia 1,8 TSi 160 Ambiente Combi",79900,2010,162000,1.8,Manuelt gear,160,Skoda
2043,"Opel Mokka 1,4 T 140 Cosmo",139900,2015,139000,1.4,Automatgear,140,Opel
2044,Renault Captur CP1,229900,2020,40000,1.3,Automatgear,130,Renault
2045,Opel Crossland X PRE,154900,2017,88000,1.2,Automatgear,110,Opel
2046,"Seat Ibiza 1,2 12V 70 Reference",79900,2015,85000,1.2,Manuelt gear,70,Seat
2047,"Audi A6 1,8 TFSi 190 S-line Avant S-tr",289900,2015,174000,1.8,Automatgear,190,Audi
2048,"Mazda 2 1,5 SkyActiv-G 90 Superior",123900,2017,80000,1.5,Manuelt gear,90,Mazda
2049,"Opel Mokka X 1,4 Turbo Innovation 140HK 5d 6g Aut. C",185090,2017,102000,1.4,Automatgear,140,Opel
2050,"VW Golf VII 1,4 TSi 125 Comfortline",189900,2017,83000,1.4,Manuelt gear,125,VW
2051,Renault Clio V CL5,209900,2022,22000,1.0,Automatgear,90,Renault
2052,Renault Clio V CL5,169900,2022,8500,1.0,Manuelt gear,90,Renault
2053,"VW T-Roc 1,0 TSi 110 Life",289900,2022,5000,1.0,Manuelt gear,110,VW
2054,"Peugeot 5008 1,2 PureTech 130 Allure 7prs",319900,2020,51000,1.2,Manuelt gear,130,Peugeot
2055,"Hyundai i20 1,25 Vision 84HK 5d",109995,2018,95800,1.2,Manuelt gear,84,Hyundai
2056,"VW up! Up! 1,0 60 MoveBMT",84900,2015,60000,1.0,Manuelt gear,60,VW
2057,"Dacia Sandero 1,0 TceComfort 90HK 5d 6g",169900,2022,9000,1.0,Manuelt gear,90,Dacia
2058,"VW Polo 1,0 TSi 95 BlueMotion DSG",159900,2017,92000,1.0,Automatgear,95,VW
2059,Renault Clio V CL5,199900,2021,20000,1.0,Automatgear,90,Renault
2060,Skoda Fabia PRE,134900,2019,37000,1.0,Manuelt gear,60,Skoda
2061,Ford Focus 15,264900,2019,67000,1.5,Automatgear,150,Ford
2062,Ford C-MAX 18,164900,2017,83000,1.0,Manuelt gear,125,Ford
2063,VW T-Cross PRE,262900,2021,18000,1.0,Automatgear,110,VW
2064,Renault Clio V CL5,199900,2021,17500,1.0,Automatgear,90,Renault
2065,Renault Captur 87J,149900,2019,67000,0.9,Manuelt gear,90,Renault
2066,Ford Ecosport 12,169900,2018,48000,1.0,Manuelt gear,140,Ford
2067,Ford Fiesta 13,179900,2019,49500,1.0,Manuelt gear,140,Ford
2068,Renault Kadjar FEH,219900,2019,41000,1.3,Manuelt gear,140,Renault
2069,Renault Clio V CL5,199900,2021,15500,1.0,Automatgear,90,Renault
2070,Ford Focus 15,232900,2019,98000,1.5,Automatgear,182,Ford
2071,Renault Kadjar FEH,249900,2020,60000,1.3,Automatgear,140,Renault
2072,Ford Focus 15,259900,2020,39000,1.5,Automatgear,182,Ford
2073,BMW 118 PRE,297900,2020,64500,1.5,Automatgear,140,BMW
2074,Renault Clio V CL5,189900,2021,27000,1.0,Automatgear,90,Renault
2075,Hyundai i20 PRE,184900,2020,14000,1.0,Manuelt gear,100,Hyundai
2076,Skoda Octavia PRE,247900,2019,63000,1.5,Automatgear,150,Skoda
2077,VW up! PRE,104900,2017,49000,1.0,Manuelt gear,60,VW
2078,Audi Q3 PRE,319900,2019,40000,1.5,Manuelt gear,150,Audi
2079,Renault Clio V CL5,204900,2021,15000,1.0,Automatgear,90,Renault
2080,Hyundai i30 PRE,189900,2020,33000,1.0,Manuelt gear,120,Hyundai
2081,Renault Clio V CL5,184900,2020,88000,1.3,Automatgear,130,Renault
2082,Skoda Scala PRE,224900,2021,26000,1.0,Manuelt gear,115,Skoda
2083,Ford Focus 15,242900,2019,79500,1.5,Automatgear,150,Ford
2084,Ford Fiesta 13,159900,2018,79000,1.0,Manuelt gear,140,Ford
2085,Ford Focus 15,219900,2020,35000,1.0,Manuelt gear,125,Ford
2086,BMW 330 PRE,444900,2019,64000,2.0,Automatgear,258,BMW
2087,Ford Fiesta MHC,199900,2022,2000,1.0,Manuelt gear,100,Ford
2088,Renault Captur CP1,214900,2022,13000,1.0,Manuelt gear,90,Renault
2089,"Dacia Sandero 1,0 TceComfort 90HK 5d 6g",184900,2022,5800,1.0,Manuelt gear,90,Dacia
2090,Renault Captur CP1,214900,2022,9000,1.0,Manuelt gear,90,Renault
2091,Renault Captur CP1,214900,2022,12500,1.0,Manuelt gear,90,Renault
2092,Renault Clio V CL5,209900,2022,11000,1.0,Manuelt gear,90,Renault
2093,"Dacia Sandero 1,0 TceComfort 90HK 5d 6g",174900,2022,4000,1.0,Manuelt gear,90,Dacia
2094,"Dacia Sandero 1,0 TceComfort 90HK 5d 6g",174900,2022,7000,1.0,Manuelt gear,90,Dacia
2095,"Dacia Sandero 1,0 TceComfort 90HK 5d 6g",174900,2022,2000,1.0,Manuelt gear,90,Dacia
2096,"Dacia Sandero 1,0 TceComfort 90HK 5d 6g",174900,2022,8900,1.0,Manuelt gear,90,Dacia
2097,"Dacia Sandero 1,0 TceComfort 90HK 5d 6g",174900,2022,9600,1.0,Manuelt gear,90,Dacia
2098,"Dacia Sandero 1,0 TceComfort 90HK 5d 6g",179900,2022,7200,1.0,Manuelt gear,90,Dacia
2099,Mercedes A200,409900,2022,10000,1.3,Automatgear,163,Mercedes
2100,Audi A4 40 TFSi Sport Prestige Avant S-tr,329900,2019,78000,2.0,Automatgear,190,Audi
2101,"VW Golf VII 1,5 TSi 130 Comfortline Connect Varian",229900,2020,51000,1.5,Manuelt gear,130,VW
2102,"Skoda Octavia 1,5 TSi 150 Dynamic Combi DSG",259900,2020,38000,1.5,Automatgear,150,Skoda
2103,"VW Passat 1,4 TSi 150 Comfortline Premium Variant DSG",269900,2018,73000,1.4,Automatgear,150,VW
2104,"Citroën C1 1,2 PureTech 82 Comple",69700,2018,91000,1.2,Manuelt gear,82,Citroën
2105,"Mazda CX-3 2,0 SkyActiv-G 120 Optimum",179900,2017,62000,2.0,Manuelt gear,120,Mazda
2106,"Skoda Superb 1,4 TSi iV Sportline Combi DSG",369900,2020,59000,1.4,Automatgear,218,Skoda
2107,"Suzuki Celerio 1,0 Dualjet Exclusive",79900,2019,57000,1.0,Manuelt gear,68,Suzuki
2108,"Skoda Octavia 1,4 TSi iV Plus Combi DSG",349900,2022,11000,1.4,Automatgear,204,Skoda
2109,"Fiat 500C 0,9 TwinAir Turbo Popstar 80HK Cabr",114995,2016,28000,0.9,Manuelt gear,80,Fiat
2110,"Skoda Octavia 1,5 TSi 150 Celebration Combi DSG",259900,2020,35000,1.5,Automatgear,150,Skoda
2111,"Opel Adam 1,0 GLAM Swingtop Start/Stop 90HK 3d 6g A+",129900,2018,57000,1.0,Manuelt gear,90,Opel
2112,"VW Polo 1,0 TSi 95 BlueMotion",119900,2017,133000,1.0,Manuelt gear,95,VW
2113,"VW Golf VIII 1,5 TSi 130 Life",284895,2022,12000,1.5,Manuelt gear,130,VW
2114,"Skoda Octavia 1,4 TSi iV RS Combi DSG",399900,2022,7000,1.4,Automatgear,245,Skoda
2115,"VW Passat 1,4 TSi 150 Comfortline Variant DSG",249900,2017,79000,1.4,Automatgear,150,VW
2116,"Kia ceed 1,4 T-GDi Comfort SW",214900,2019,53000,1.4,Manuelt gear,140,Kia
2117,"Hyundai i20 1,0 T-GDI Trend DCT 100HK 5d 7g A",172400,2019,36500,1.0,Automatgear,100,Hyundai
2118,"VW up! 1,0 TSI BMT High 90HK 5d",139800,2019,53000,1.0,Manuelt gear,90,VW
2119,"Renault Clio IV Sport Tourer 0,9 Energy TCe Zen 90HK Stc",124800,2018,63000,0.9,Manuelt gear,90,Renault
2120,"VW Taigo 1,0 TSi 95 Life",244900,2022,15000,1.0,Manuelt gear,95,VW
2121,"VW Passat 1,8 TSi 180 Comfortline+ Variant DSG",249900,2017,115000,1.8,Automatgear,180,VW
2122,"Nissan Micra 1,0 IG-T 92 Acen",159900,2022,5000,1.0,Manuelt gear,92,Nissan
2123,"Nissan Juke 1,2 Dig-T 115 Acen",139900,2017,53000,1.2,Manuelt gear,115,Nissan
2124,"Renault Mégane IV Sport Tourer 1,3 TCE GPF Limited 140HK Stc 6g",204800,2020,40000,1.3,Manuelt gear,140,Renault
2125,"VW T-Roc 1,0 TSI Style 115HK 5d 6g",209800,2019,86000,1.0,Manuelt gear,115,VW
2126,"Skoda Superb Combi 1,4 TSI ACT Style DSG 150HK Stc 7g A",292800,2018,73000,1.4,Automatgear,150,Skoda
2127,"Renault Captur 0,9 Energy TCe Zen 90HK 5d",149800,2019,67000,0.9,Manuelt gear,90,Renault
2128,"Skoda Superb Combi 1,5 TSI ACT Active 150HK Stc 6g",282800,2020,58500,1.5,Manuelt gear,150,Skoda
2129,"Seat Leon Sportstourer 1,4 e-Hybrid FR DSG 204HK Stc 6g A",264800,2020,50000,1.4,Automatgear,204,Seat
2130,"Kia ceed 1,4 T-GDi Intro Edition SW DCT",239900,2019,46000,1.4,Automatgear,140,Kia
2131,"VW T-Cross - 1,0 TSI 95HK 5d",194800,2019,65000,1.0,Manuelt gear,95,VW
2132,"Renault Captur 1,0 TCE Zen 100HK 5d",184600,2020,45000,1.0,Manuelt gear,100,Renault
2133,"Renault Kadjar 1,3 TCE GPF Bose EDC 160HK 5d 7g A",259800,2019,53000,1.3,Automatgear,160,Renault
2134,"Peugeot 2008 1,2 PureTech Allure Sky 110HK 5d Man",159800,2019,41000,1.2,Manuelt gear,110,Peugeot
2135,"Renault Clio V 1,3 TCE RS-Line EDC 130HK 5d 7g A",189800,2020,73000,1.3,Automatgear,130,Renault
2136,"Ford Fiesta 1,0 EcoBoost ST-Line 140HK 5d",179800,2019,49500,1.0,Manuelt gear,140,Ford
2137,"VW Golf VII 1,5 TSi 130 Comfortline DSG",234900,2018,48000,1.5,Automatgear,130,VW
2138,"Skoda Kamiq 1,0 TSi 110 Ambition DSG",279900,2022,9000,1.0,Automatgear,110,Skoda
2139,"Ford Ecosport 1,0 EcoBoost ST-Line Start/Stop 140HK 5d",169800,2018,48000,1.0,Manuelt gear,140,Ford
2140,"VW Tiguan 1,5 TSI EVO ACT Comfortline Team DSG 150HK 5d 7g A",349800,2020,58000,1.5,Automatgear,150,VW
2141,"Seat Leon Sportstourer 1,5 TSI FR DSG 150HK Stc 7g A",259800,2019,42000,1.5,Automatgear,150,Seat
2142,"Renault Clio IV 0,9 Energy TCe Zen 90HK 5d",94800,2016,71000,0.9,Manuelt gear,90,Renault
2143,"Ford Fiesta 1,0 EcoBoost Titanium 100HK 5d 6g",199800,2022,2000,1.0,Manuelt gear,100,Ford
2144,"Renault Clio V 1,0 TCE Intens X-Tronic 90HK 5d A",199800,2021,17500,1.0,Automatgear,90,Renault
2145,"Renault Clio V 1,0 TCE Intens X-Tronic 90HK 5d A",199800,2021,15500,1.0,Automatgear,90,Renault
2146,"Ford Focus 1,0 EcoBoost Titanium 125HK 5d 6g",187800,2019,83500,1.0,Manuelt gear,125,Ford
2147,"Ford Focus 1,5 EcoBoost Active 182HK 5d 8g A",232800,2019,98000,1.5,Automatgear,182,Ford
2148,"BMW 330 i 2,0 Sport Line 258HK 8g A",444800,2019,64000,2.0,Automatgear,258,BMW
2149,"Mini Cooper Cabriolet 1,5 136HK 6g",267800,2018,42000,1.5,Manuelt gear,136,Mini
2150,"Skoda Kamiq 1,0 TSI Style DSG 110HK 5d 7g A",279800,2021,3000,1.0,Automatgear,110,Skoda
2151,"Ford Focus 1,0 EcoBoost Titanium 125HK Stc 6g",217800,2020,43000,1.0,Manuelt gear,125,Ford
2152,"VW Touran 1,5 TSi 150 Comfortline DSG 7prs",339900,2020,36000,1.5,Automatgear,150,VW
2153,"BMW 118 i 1,5 Sport Line Steptronic 140HK 5d 7g A",297800,2020,64500,1.5,Automatgear,140,BMW
2154,"Seat Ibiza 1,0 TSI Xcellence 115HK 5d",154800,2017,83000,1.0,Manuelt gear,115,Seat
2155,"Dacia Sandero 1,0 Tce Stepway Comfort 90HK 5d 6g",189800,2022,2000,1.0,Manuelt gear,90,Dacia
2156,"Mazda 2 1,5 SkyActiv-G 90 Niseko",149900,2019,48000,1.5,Manuelt gear,90,Mazda
2157,"Nissan Qashqai 1,2 Dig-T 115 N-Tec",124900,2014,131000,1.2,Manuelt gear,115,Nissan
2158,"BMW 320 i 2,0 Connected Steptronic 184HK 8g A",374800,2020,10000,2.0,Automatgear,184,BMW
2159,"Ford Grand C-Max 1,0 SCTi 125 Titanium",154900,2016,130000,1.0,Manuelt gear,125,Ford
2160,"Seat Leon 1,4 e-Hybrid FR DSG 204HK 5d 6g A",239800,2020,39000,1.4,Automatgear,204,Seat
2161,"Peugeot 208 1,2 PureTech Selection Sky 82HK 5d",117800,2018,40000,1.2,Manuelt gear,82,Peugeot
2162,"VW T-Cross - 1,0 TSI Life Team DSG 110HK 5d 7g A",262800,2021,18000,1.0,Automatgear,110,VW
2163,"Renault Captur 1,0 TCE Zen 90HK 5d",214800,2022,10500,1.0,Manuelt gear,90,Renault
2164,"Renault Captur 1,0 TCE Zen 90HK 5d",214800,2022,13000,1.0,Manuelt gear,90,Renault
2165,"Dacia Duster 1,3 Tce Prestige EDC 150HK 5d 6g A",259890,2022,16000,1.3,Automatgear,150,Dacia
2166,"Ford Focus 1,0 EcoBoost Titanium 125HK 5d 6g",224800,2020,28000,1.0,Manuelt gear,125,Ford
2167,"Renault Captur 1,0 TCE Zen 90HK 5d",214800,2022,9000,1.0,Manuelt gear,90,Renault
2168,"Skoda Karoq 1,5 TSI ACT Style DSG 150HK 5d 7g A",339800,2020,65000,1.5,Automatgear,150,Skoda
2169,"Ford Puma 1,0 EcoBoost Titanium X DCT 125HK 5d 7g A",274800,2020,25000,1.0,Automatgear,125,Ford
2170,"Seat Ibiza 1,0 TSI FR DSG 115HK 5d 7g A",204800,2020,67000,1.0,Automatgear,115,Seat
2171,"Ford Mondeo 1,5 EcoBoost Titanium Attack 160HK 5d 6g A",182900,2017,121000,1.5,Automatgear,160,Ford
2172,"Dacia Sandero 1,0 Tce Stepway Comfort 90HK 5d 6g",179800,2022,2000,1.0,Manuelt gear,90,Dacia
2173,"Renault Clio V 1,0 TCE Intens 90HK 5d",174800,2021,18000,1.0,Manuelt gear,90,Renault
2174,"Dacia Sandero 1,0 Tce Stepway Comfort 90HK 5d 6g",179800,2022,8900,1.0,Manuelt gear,90,Dacia
2175,"Dacia Sandero 1,0 Tce Stepway Comfort 90HK 5d 6g",179800,2022,6100,1.0,Manuelt gear,90,Dacia
2176,"Dacia Sandero 1,0 Tce Stepway Comfort 90HK 5d 6g",174800,2022,4000,1.0,Manuelt gear,90,Dacia
2177,Audi Q3 TFSi Advanced Prestige,319800,2019,40000,1.5,Manuelt gear,150,Audi
2178,"Skoda Octavia Combi 1,0 TSI Style 115HK Stc 6g",194800,2018,90000,1.0,Manuelt gear,115,Skoda
2179,"Kia ceed 1,0 T-GDI Comfort m/Upgrade 120HK 5d 6g",204895,2020,49912,1.0,Manuelt gear,120,Kia
2180,"Kia Picanto 1,0 MPI Attraction 67HK 5d",94895,2018,97000,1.0,Manuelt gear,67,Kia
2181,"VW up! 1,0 TSI BMT High 90HK 5d",127800,2017,64000,1.0,Manuelt gear,90,VW
2182,"Renault Clio V 1,0 TCE Intens 90HK 5d",179800,2022,14500,1.0,Manuelt gear,90,Renault
2183,"Mazda 3 2,0 e-SkyActiv-G 150 Homur",299900,2023,5000,2.0,Automatgear,150,Mazda
2184,"Dacia Sandero 1,0 Tce Stepway Comfort 90HK 5d 6g",179800,2022,7000,1.0,Manuelt gear,90,Dacia
2185,"Dacia Sandero 1,0 Tce Stepway Comfort 90HK 5d 6g",179800,2022,4000,1.0,Manuelt gear,90,Dacia
2186,"Renault Captur 1,0 TCE Zen 90HK 5d",214800,2022,12500,1.0,Manuelt gear,90,Renault
2187,"Dacia Sandero 1,0 Tce Stepway Comfort 90HK 5d 6g",184800,2022,7200,1.0,Manuelt gear,90,Dacia
2188,"Dacia Sandero 1,0 Tce Stepway Comfort 90HK 5d 6g",179800,2022,6000,1.0,Manuelt gear,90,Dacia
2189,"Dacia Sandero 1,0 Tce Stepway Comfort 90HK 5d 6g",179800,2022,5700,1.0,Manuelt gear,90,Dacia
2190,"Dacia Sandero 1,0 Tce Stepway Comfort 90HK 5d 6g",179800,2022,3000,1.0,Manuelt gear,90,Dacia
2191,"Dacia Sandero 1,0 Tce Stepway Comfort 90HK 5d 6g",179800,2022,8000,1.0,Manuelt gear,90,Dacia
2192,"Hyundai i20 1,0 T-GDI Advanced 100HK 5d 6g A+",209490,2023,2500,1.0,Manuelt gear,100,Hyundai
2193,"Nissan Qashqai 1,3 Dig-T N-Connecta DCT 160HK 5d 7g A",279800,2021,21600,1.3,Automatgear,160,Nissan
2194,"Dacia Duster 1,3 Tce Prestige EDC 150HK 5d 6g A",249800,2021,18000,1.3,Automatgear,150,Dacia
2195,"Mercedes GLC300 2,0 AMG Line aut. 4Matic",499900,2018,56000,2.0,Automatgear,245,Mercedes
2196,"Renault Kadjar 1,3 TCE GPF Limited EDC 140HK 5d 7g A",249800,2020,60000,1.3,Automatgear,140,Renault
2197,"Peugeot 2008 1,2 e-THP Allure Sky 110HK",159700,2018,56000,1.2,Manuelt gear,110,Peugeot
2198,"Audi Q3 1,4 TFSi 150",189900,2014,111000,1.4,Manuelt gear,150,Audi
2199,"Renault Clio V 1,0 TCE Intens 90HK 5d",174800,2021,16000,1.0,Manuelt gear,90,Renault
2200,"Skoda Octavia 1,4 TSi 140 Elegance DSG",149900,2014,99000,1.4,Automatgear,140,Skoda
2201,"Skoda Superb 1,4 TSi iV Sportline Combi DSG",379900,2020,69000,1.4,Automatgear,218,Skoda
2202,"Ford Focus 1,5 EcoBoost Vignale 150HK Stc 8g A",267900,2019,56000,1.5,Automatgear,150,Ford
2203,"Renault Scénic IV 1,2 Energy TCe Zen 130HK 6g",174800,2017,91000,1.2,Manuelt gear,130,Renault
2204,"Seat Leon 1,4 e-Hybrid Xcellence DSG 204HK 5d 6g A",261800,2021,36000,1.4,Automatgear,204,Seat
2205,"Peugeot 3008 1,2 e-THP Allure 130HK 5d 6g",214800,2018,64000,1.2,Manuelt gear,130,Peugeot
2206,"Skoda Fabia 1,2 TSI Ambition 90HK 5d",144800,2017,38000,1.2,Manuelt gear,90,Skoda
2207,"Renault Clio V 1,0 TCE Intens X-Tronic 90HK 5d A",189800,2021,27000,1.0,Automatgear,90,Renault
2208,"Renault Clio V 1,0 TCE RS-Line 90HK 5d",209800,2022,11000,1.0,Manuelt gear,90,Renault
2209,"Ford Puma 1,0 EcoBoost mHEV ST-Line",229900,2021,59000,1.0,Manuelt gear,125,Ford
2210,"Ford Focus 1,0 EcoBoost Titanium",209900,2019,25000,1.0,Manuelt gear,125,Ford
2211,"Honda Jazz 1,3 i-VTEC Comfor",129900,2017,50000,1.3,Manuelt gear,102,Honda
2212,"Citroën C4 Picasso 1,2 PureTech Iconic Limited start/stop 130HK 6g A+",159900,2017,89297,1.2,Manuelt gear,130,Citroën
2213,"Ford Focus 1,0 SCTi 125 Titanium stc",109900,2015,156000,1.0,Manuelt gear,125,Ford
2214,"Ford Fiesta 1,0 EcoBoost Titanium Start/Stop 100HK 5d 6g",129800,2018,88000,1.0,Manuelt gear,100,Ford
2215,"Skoda Fabia 1,0 TSi 110 Ambition Combi",154900,2018,61000,1.0,Manuelt gear,110,Skoda
2216,"Seat Leon Sportstourer 1,4 e-Hybrid FR DSG 204HK Stc 6g A",269800,2020,26000,1.4,Automatgear,204,Seat
2217,"Hyundai i30 Cw 1,0 T-GDI Essential 120HK Stc 6g A+",219900,2021,30000,1.0,Manuelt gear,120,Hyundai
2218,"Nissan Qashqai 1,2 Dig-T Tekna+ X-Tronic 115HK 5d 6g A",224800,2018,83000,1.2,Automatgear,115,Nissan
2219,"Skoda Octavia Combi 1,5 TSI ACT Style DSG 150HK Stc 7g A",247800,2019,63000,1.5,Automatgear,150,Skoda
2220,"Mazda CX-3 2,0 SkyActiv-G 121 Optimum",219900,2019,41000,2.0,Manuelt gear,121,Mazda
2221,"VW up! 1,0 MPI BMT Move 60HK 5d",122800,2020,66000,1.0,Manuelt gear,60,VW
2222,"VW Polo 2,0 TSI GTI DSG 200HK 5d 6g A",239800,2018,65000,2.0,Automatgear,200,VW
2223,"Ford Focus 1,0 EcoBoost ST-Line 125HK 5d 6g",206800,2020,55000,1.0,Manuelt gear,125,Ford
2224,"Skoda Scala 1,0 TSI Style 115HK 5d 6g",224800,2021,26000,1.0,Manuelt gear,115,Skoda
2225,"Dacia Sandero 0,9 Tce Ambiance Start/Stop 90HK 5d",84800,2018,70000,0.9,Manuelt gear,90,Dacia
2226,"Opel Corsa 1,4 16V Spor",105000,2017,73000,1.4,Manuelt gear,90,Opel
